ic,85
row_size,85
expected,85
lock,85
result_output,85
proj_type,85
fmul,85
packed_B,85
open,85
fout,85
CHECK_TRY_ERROR,85
Z,85
attn_k_norm,84
padding,84
httplib,84
stack,84
entry,84
invalid_param,84
ggml_blck_size,84
get_name,84
operations,84
mf2,84
gguf_ctx,84
attn_v,84
attn_q,84
mov,84
ffn_up_exps,83
ffn_down_exps,83
build_cvec,83
v22,83
sumi,83
both,83
row_iter,83
results,83
nWhat,83
before,83
GGML_TYPE_IQ4_NL,83
Q,82
allocated,82
ib,82
ctx_params,82
don,82
num_src,82
scope_dbg_print,82
scope_op_debug_print,82
ggml_metal_library_t,82
attn_k,82
cmd_params_defaults,82
nthinking,82
repack,81
GGML_CANN_CALL_ACLNN_OP,81
audio,81
wg_denoms,81
IW,81
stride,81
type_b,81
tail,81
opts,81
TENSOR_DUPLICATED,81
usage,81
splits,80
LLM_NORM,80
ffn_gate_exps,80
Pointer,80
gemm,80
src_data,80
TB,80
additional,80
build_inp_pos,79
mean,79
rope,79
ntest,79
npass,79
defaults,79
data_size,79
s5,79
read_file,79
processing,78
warning,78
because,78
GGML_TYPE_Q3_K,78
arg_idx,78
than,78
dev_buffer,78
ch,78
f10,78
temp,78
k_elements,78
aspect,78
n_seq_max,78
MoE,78
invalid_argument,78
element,77
session,77
sampler,77
imatrix,77
wqkv,77
is_2D,77
GGML_TYPE_Q2_K,77
these,77
func,77
llama_ubatch,77
null,77
nr0,77
ggml_cann_release_resources,76
x25,76
chain,76
_,76
get_local_range,76
outputs,76
v27,76
n_stream,76
F16ACC,76
item,76
cl_program,76
TYPE,76
GGUF,76
SUCCESS,76
z,76
llama_batch,76
vec_t,76
LLAMA_GRETYPE_CHAR,76
ab,75
threadpool,75
kld,75
LLM_KV_ATTENTION_LAYERNORM_RMS_EPS,75
split_k,75
n_parallel,75
vk_op_binary_push_constants,75
build_program_from_source,75
contiguous,74
malloc,74
ts,74
LLM_FFN_PAR,74
V,74
MiB,74
id_to_token,74
already,74
lctx,74
url,74
vxor,74
ifndef,74
ggml_is_contiguous_1,74
slice,73
GGML_LOG_CONT,73
v7,73
ggml_op_name,73
instead,73
col_scale_f32,73
no_alloc,73
mul_sum_i8_pairs_acc_int32x8,73
Test,73
ggml_are_same_shape,73
LLAMA_GRETYPE_END,73
generation,73
maximum,73
qh,73
processed,73
QI8_1,73
IH,73
uses,72
f16,72
tmpl_contains,72
wx,72
GGML_SYCL_DEBUG,72
sequences,72
based,72
Failed,72
ms,72
vnclip,72
server,72
J,72
tensor_split,72
Check,72
tile,72
common_chat_msg_parser,72
vadd,72
tokenizer_pre,72
counts,72
threads,72
LLAMA_EXAMPLE_SERVER,72
GGML_PAD,72
kernels,72
x4,72
dump,71
z18,71
GGML_TYPE_MXFP4,71
ncols_x,71
cols,71
just,71
v12,71
dst_row,71
GGML_OP_ADD,71
common_tokenize,71
cell_count,71
acc_0,71
mctx_cur,71
initialize,71
e8,71
gguf_type,71
aoffsets,71
virtual,71
vk_tensor_offset,70
unordered_map,70
nrows_dst,70
hft,70
seq_tokens,70
quantize,70
wait,70
COMMON_REASONING_FORMAT_DEEPSEEK,70
done,70
embedding,70
lm_head,70
memset,70
ggml_bf16_t,70
n_bytes,70
merge_maps,70
GGML_TYPE_IQ3_S,70
full,70
blocks_per_row,70
remove,70
compile_opts,69
right,69
view,69
build,69
ggml_permute,69
always,69
lf,69
bo,69
res_stride,69
stdout,69
ggml_set_param,69
has_capability_or_fail,69
shuffle,69
ggml_backend_tensor_set,69
tensor_buft_overrides,68
b_ptr_1,68
cannot,68
NOLINT,68
endpoint,68
curl,68
c1,68
dmin,68
mins,68
b_ptr_0,68
BlkLen,68
buffer_type,68
vk_instance,68
common_token_to_piece,68
W,67
__dpct_inline__,67
passed,67
f7,67
common_regex,67
type_size,67
GGML_OPENCL_EMBED_KERNELS,67
x_ql,67
build_attn_inp_kv,67
test_schema,67
d_D,67
dx,67
LOG_WRN,67
query,67
blob,66
simple_assist_msg,66
py,66
batch_size,66
sep,66
GGML_TYPE_IQ3_XXS,66
F,66
mparams,66
possible,66
job,66
vs,66
note,66
v11,65
unknown,65
mul_sum_i8_pairs_acc_int32x16,65
unique_ptr,65
events,65
m3bexpanded,65
v13,65
n_pos,65
offset1,65
labels,65
moe_out,65
ggml_scale,65
side,65
coopmat2,65
device_count,65
convert,65
GGML_TYPE_IQ2_XS,64
B09,64
json_value,64
cursor,64
test_mul_mat,64
B08,64
row_diff,64
ncols_y,64
GGML_TYPE_IQ2_S,64
B0C,64
You,64
n_embd_k_gqa,64
x_dm,64
vsub,64
vecOffset,64
corr_dims,64
its,64
tester,64
fragment,64
smem,64
v19,64
llama_kv_cache,64
helpful,64
sqrt,64
pooling_type,64
disabled,64
_mm512_mul_ps,64
ggml_free,63
m8,63
dimensions,63
x_qh,63
mr,63
chunk_size,63
instance,63
src1_type,63
x_sc,63
ggml_sycl_info,63
NDEBUG,63
mmp,63
GGML_TYPE_IQ2_XXS,63
cpuparams,63
base_dict,63
feed,63
none,63
features,62
n_gpu_layers,62
v5,62
bsums,62
f2,62
stats,62
print_usage,62
ctx_out,62
erase,62
strides,62
ggml_half,62
x10,62
_mm256_castsi128_si256,62
float32x4_t,62
also,62
B0D,62
blck_size_interleave,61
rm_iq,61
theta_scale,61
samplers,61
kq_scale,61
functions,61
ubatches,61
store,61
tests,61
cstring,61
help,61
structures,61
keep,61
reduc16,61
fmla,61
JSON,61
is_array,61
off,61
syntax,61
scvtf,61
nblocks,61
isnan,61
tiles,61
dev_ctx,61
llm_kv,61
ggml_vk_subbuffer,61
sockfd,60
B19,60
ACL_CHECK,60
B1C,60
_mm256_mul_ps,60
B0B,60
GGML_TYPE_IQ1_S,60
B18,60
B0F,60
bxi,60
GGML_TYPE_IQ1_M,60
B0A,60
np,60
B1D,60
B1A,60
TA,60
_mm512_fmadd_ps,60
permute,60
states,60
B1B,60
delta,60
namespace,60
sc,60
n_head_log2,60
B1E,60
B1F,60
cl_uint,60
subgroup_size,60
nrows_y,60
z5,60
B0E,60
mem_size,60
parameter,60
level,60
update,60
FILE,60
embd_inp,60
num_additional_fused_ops,59
network,59
headers,59
stored,59
GGML_TYPE_IQ4_XS,59
sinfo,59
vectors,59
final,59
block_size,59
control,59
end_tokens,59
ex,59
over,59
z22,59
enabled,59
LLM_TENSOR_ATTN_QKV,58
z9,58
div,58
ggml_get_next_tensor,58
repeat,58
specific,58
ggml_is_quantized,58
add_rule,58
command,58
ggml_get_first_tensor,58
fused,58
class,58
n_swa,58
integral,58
xtiles,58
LLM_TENSOR_FFN_GATE_INP,58
K_QUANTS_PER_ITERATION,58
header,58
_mm512_cvtepi32_ps,58
LLM_TENSOR_FFN_UP_EXPS,57
enqueue_ndrange_kernel,57
i_offset,57
LLM_TENSOR_ATTN_Q_NORM,57
question,57
hs_cur,57
cstdio,57
LLM_TENSOR_ATTN_K_NORM,57
LLM_TENSOR_FFN_DOWN_EXPS,57
lld,57
We,57
iqs,57
BlockCountK,57
previous,57
DSP,57
n_keep,57
common_chat_templates_apply,57
idxs,57
src0_d,57
src0_dd_i,57
needs,57
append,57
remaining,57
GGML_TYPE_COUNT,57
TILE_M,56
attr,56
alloc,56
sock,56
f11,56
lowMask,56
slots,56
since,56
num_it,56
common_batch_add,56
ACL_FLOAT,56
f32,56
signextendlut,56
d_X,56
small,56
addr,56
res_error,56
Error,56
pNext,56
queue_results,56
BIAS,56
options,55
front,55
added,55
a2,55
ctx_dft,55
ll,55
files,55
ggml_float,55
n_decoded,55
ggml_reshape_2d,55
vk_op_unary_push_constants,55
llama_model_loader,55
use_mmap,55
__AVX512F__,55
LLM_TENSOR_FFN_GATE_EXPS,55
scalar,55
n_group,55
ld,55
selected,55
d_conv,55
z7,55
n_ctx_train,55
save,55
Schema,55
binary,55
sure,55
timings,55
MemoryPropertyFlagBits,55
G,55
bos_token,54
ggml_cont,54
__AVX2__,54
corresponding,54
B_TYPE,54
pad,54
between,54
swapped,54
c2,54
gguf_free,54
region,54
ky,54
optim,54
residual,54
join,54
MB,54
ggml_new_tensor_4d,54
srcv,54
see,54
im,53
k1,53
GGML_OP_MUL_MAT_ID,53
buf_size,53
ggml_get_op_params_i32,53
body,53
Exception,53
thinking,53
workers,53
_mm256_shuffle_epi8,53
rules,53
llama_model_get_vocab,53
ggml_vk_op_f32,53
example,53
console,53
disable,53
scale_factor,53
vdr,53
python,53
transpose,53
initialized,53
nth0,53
information,53
async,53
vk_mat_vec_push_constants,53
src1_d,53
am,53
ggml_metal_encoder_dispatch_threadgroups,53
add_bos,52
d_Y,52
they,52
cc,52
n_prompt,52
INNER,52
ceil_div,52
pre_type,52
kmask2,52
ql,52
reasoning_content,52
ctx_tgt,52
ggml_init,52
ggml_new_tensor_2d,52
__LINE__,52
__FILE__,52
returns,52
cdst,52
svr,52
uuid,52
cx,52
kmask1,52
CEIL_DIV,52
matmul,52
x22,52
ggml_metal_encoder_set_bytes,51
large,51
kid,51
signed,51
loaded,51
gpu_family,51
tensor_traits,51
ggml_init_params,51
n_bufs,51
templates,51
cur_backend_id,51
TILE_SIZE,51
n_altup,51
ne_input,51
aclnnop,51
src0_type_size,51
kr,51
x_sz,51
ne20,51
rte,51
freq_factors,51
tokenize,51
t5,51
access,51
indices,51
head_dim,51
buf_pd,51
correct,50
given,50
m4bexpanded,50
add_generation_prompt,50
mul_mat_subgroup_size,50
port,50
reqd_sub_group_size,50
to_json,50
adamw,50
vmv,50
evt,50
diffusion,50
vfmax,50
could,50
udata,50
env,50
debug,50
cp,50
dst_offset,50
xF,50
llama_get_memory,50
ggml_cann_type_mapping,50
Get,50
n_split,50
aligned,50
progress,50
rope_factors,50
n_ff_shexp,50
download,50
grammar_str,50
structure,50
ggml_status,50
compute_capability,50
balloc,49
cpts,49
queue_tasks,49
ggml_metal_encoder_set_pipeline,49
caught,49
GGML_OP_RMS_NORM,49
Use,49
transposed,49
quantization,49
branch,49
reasoning_in_content,49
kq,49
parse_tool_calls,49
items,49
llama_init,49
buft_ctx,49
rest,49
shader,49
_mm256_shuffle_ps,49
bitmap,49
n_patches,49
healing_marker,49
unsupported,49
GGML_TENSOR_BINARY_OP_LOCALS,48
huggingface,48
sys,48
ggml_view_2d,48
_MSC_VER,48
f4,48
NOTE,48
z3,48
vfcvt,48
f16acc,48
BE,48
too,48
nbytes,48
prio,48
va,48
eos_token,48
encoder,48
im_start,48
x21,48
numa,48
op_str,48
n_layers,48
API,48
pull,48
ggml_metal_op_t,48
vgetq_lane_s32,48
names,48
endfor,48
actual,48
otherwise,48
ws,47
clip_image_size,47
reuse,47
image_tokens,47
block_q8_K,47
verbose,47
gsmpl,47
head_count,47
shift,47
n_embd_head_qk_nope,47
would,47
dst_type_size,47
closing,47
To,47
ifstream,47
typedef,47
src0_t,47
hbits,47
block_q4_K,47
dst_d,47
src1_type_size,47
original_size,47
across,47
sizes,47
res_ptr,47
kmask3,47
flash_attn,47
_mm256_cvtepi32_ps,47
qr,47
webgpu_context,47
top,47
acc_1,46
sz,46
qi,46
stoi,46
_mm256_fmadd_ps,46
GGML_STATUS_SUCCESS,46
quantize_y,46
x24,46
split_mode,46
vc,46
CREATE_MMQ,46
f5,46
cases,46
reading,46
COLS,46
v15,46
af,46
fail,46
type_v,46
r2,46
requires,46
embed,46
It,46
diagnostic,46
add_special,46
interleaved,46
minimum,46
config,46
input_,46
freq,46
street_name,46
warptile,46
jinja,46
id_slot,46
spec,46
WG_DENOMS,45
utmp,45
PUSHCONST,45
parse_special,45
buft_list,45
missing,45
WARPTILE,45
currently,45
sums,45
PIPELINE_NAME,45
y_sz,45
INFINITY,45
llama_token_data_array,45
tb,45
nrows_interleaved,45
pipelines,45
_mm256_cvtepu8_epi16,45
fflush,45
CountN,45
use_jinja,45
slices,45
common_prefix,45
ggml_backend_tensor_get,45
utmp_0,45
is_acc,45
ne21,45
bcast_dim_cnt,45
utmp_1,45
private,45
rpc_tensor,45
PARAMCOUNT,45
helper_write,45
parallel,44
server_task,44
hash,44
mb,44
token_str,44
meta,44
Response,44
v_cells,44
col_dmin_f32,44
mins_01,44
static_assert,44
x28,44
enough,44
during,44
point,44
pool_size,44
mem_buffer,44
s6,44
kv_lora_rank,44
prev,44
ggml_set_input,44
sin_theta,44
max_logit,44
type_k,44
